;property_type;state;region;lat;lon;area_m2;price_brl
360;apartment;Pernambuco;Northeast;-80.331.805;-348.968.813;136;948221.29
361;apartment;Pernambuco;Northeast;-8.206.293;-34.936.878;;258515.04
362;apartment;Pernambuco;Northeast;-814.068;-34.905.975;150;698689.35
363;apartment;Pernambuco;Northeast;-803.368;-34.906.895;198;1277603.42
364;apartment;Pernambuco;Northeast;-8.034.929;-34.892.761;102;738614.47
365;apartment;Pernambuco;Northeast;-8.040.233;-34.898.281;180;628820.41
366;apartment;Pernambuco;Northeast;-8.048.381;-34.908.379;111;718651.91
367;apartment;Pernambuco;Northeast;-8.040.233;-34.898.281;170;648782.97
368;apartment;Pernambuco;Northeast;-80.343.998;-349.212.091;;479101.27
369;apartment;Pernambuco;Northeast;-8.029.489;-349.040.282;75;289457.01
370;apartment;Pernambuco;Northeast;-8.117.513;-34.899.639;106;688708.09
371;apartment;Pernambuco;Northeast;-8.021.971;-34.931.366;204;1397378.74
372;apartment;Pernambuco;Northeast;-8.050.071;-3.489.138;208;1197753.22
373;apartment;Piau’;Northeast;-5.144.143;-42.770.873;108;607959.56
374;apartment;Piau’;Northeast;-5.084.227;-42.821.615;;831450.32
375;apartment;Piau’;Northeast;-5.086.528;-42.797.088;103;622432.39
376;apartment;Piau’;Northeast;-5.092.011;-4.280.376;100;486179.01
377;apartment;Piau’;Northeast;-5.064.457;-4.279.275;60;319400.84
378;apartment;Piau’;Northeast;-5.078.955;-42.807.716;76;249531.9
379;apartment;Piau’;Northeast;-5.078.955;-42.807.716;100;297830.6
380;apartment;Piau’;Northeast;-5.078.955;-42.807.716;;259513.19
381;apartment;Piau’;Northeast;-5.078.955;-42.807.716;72;329382.13
382;house;Piau’;Northeast;-5.051.253;-42.749.144;236;748595.73
383;apartment;Piau’;Northeast;-506.999;-42.749.367;70;242774.57
384;apartment;Piau’;Northeast;-5.078.903;-42.787.226;162;988146.4
385;house;Piau’;Northeast;-5.074.453;-42.736.429;115;534986.44
386;apartment;Piau’;Northeast;-5.086.306;-42.781.749;;606861.61
387;apartment;Piau’;Northeast;-5.070.009;-4.274.717;79;339353.41
388;apartment;Piau’;Northeast;-5.076.423;-4.276.101;74;308421.45
389;apartment;Piau’;Northeast;-5.095.419;-42.791.474;78;318392.73
390;house;Piau’;Northeast;-5.085.659;-42.729.751;115;398252.92
391;apartment;Piau’;Northeast;-5.061.773;-42.759.066;76;276629.09
392;apartment;Piau’;Northeast;-5.068.983;-42.786.101;130;616862.74
393;apartment;Piau’;Northeast;-5.075.868;-42.753.926;75;291268.25
394;apartment;Piau’;Northeast;-506.923;-42.785.126;108;625949.09
395;apartment;Piau’;Northeast;-5.089.212;-42.801.628;205;757196.48
396;apartment;Piau’;Northeast;-5.063.854;-42.762.544;180;449157.45
397;apartment;Piau’;Northeast;-5.063.854;-42.762.544;;568932.77
398;apartment;Piau’;Northeast;-5.073.011;-42.793.678;60;419213.6
399;apartment;Piau’;Northeast;-5.078.955;-42.807.716;;698689.35
400;apartment;Piau’;Northeast;-5.069.056;-42.783.318;141;1097940.43
401;apartment;Piau’;Northeast;-5.044.685;-42.766.233;77;479101.27
402;apartment;Rio Grande do Norte;Northeast;-5.852.388;-35.208.324;92;374297.86
403;apartment;Rio Grande do Norte;Northeast;-5.864.574;-35.212.097;64;259513.19
404;apartment;Rio Grande do Norte;Northeast;-5.864.574;-35.212.097;87;374297.86
405;apartment;Rio Grande do Norte;Northeast;-5.780.723;-35.198.303;214;998127.67
406;apartment;Rio Grande do Norte;Northeast;-5.780.723;-35.198.303;150;848408.53
407;apartment;Rio Grande do Norte;Northeast;-5.886.141;-35.180.965;56;364316.6
408;apartment;Rio Grande do Norte;Northeast;-5.816.717;-35.201.107;166;918277.46
409;apartment;Rio Grande do Norte;Northeast;-5.816.717;-35.201.107;142;848408.53
410;apartment;Rio Grande do Norte;Northeast;-5.864.764;-35.190.559;141;678726.79
411;apartment;Rio Grande do Norte;Northeast;-5.824.264;-35.210.854;81;387273.53
412;apartment;Rio Grande do Norte;Northeast;-5.824.264;-35.210.854;119;508046.97
413;apartment;Rio Grande do Norte;Northeast;-5.816.746;-35.216.221;86;451153.7
414;apartment;Rio Grande do Norte;Northeast;-5.816.746;-35.216.221;101;529007.65
415;apartment;Rio Grande do Norte;Northeast;-5.866.949;-3.523.719;89;299438.28
416;apartment;Rio Grande do Norte;Northeast;-5.824.444;-35.218.132;99;458862.23
417;apartment;Rio Grande do Norte;Northeast;-5.812.777;-35.221.756;91;558302.7
418;apartment;Rio Grande do Norte;Northeast;-5.818.406;-35.208.733;136;749593.89
419;apartment;Rio Grande do Norte;Northeast;-5.862.752;-35.199.493;67;319400.84
420;house;Rio Grande do Norte;Northeast;-5.126;-35.640.933;180;578914.03
421;apartment;Rio Grande do Norte;Northeast;-6.002.884;-35.110.754;;489082.54
422;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;83;309419.57
423;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;77;289457.01
424;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;77;259513.19
425;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;;259513.19
426;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;68;269494.46
427;apartment;Rio Grande do Norte;Northeast;-5.889.468;-35.173.622;98;319400.84
428;apartment;Rio Grande do Norte;Northeast;-5.889.468;-35.173.622;58;339363.39
429;apartment;Rio Grande do Norte;Northeast;-5.874.449;-35.179.714;53;259513.19
430;apartment;Rio Grande do Norte;Northeast;-5.856.121;-35.206.604;;299438.28
431;apartment;Rio Grande do Norte;Northeast;-5.823.246.445;-3.520.947.696;119;524888.59
432;house;Rio Grande do Norte;Northeast;-5.866.949;-3.523.719;195;668745.53
433;house;Rio Grande do Norte;Northeast;-5.892.727;-35.205.231;152;459138.71
434;house;Rio Grande do Norte;Northeast;-5.917.292;-35.217.594;154;449157.45
435;house;Rio Grande do Norte;Northeast;-5.899.978;-35.212.097;;548970.21
436;house;Rio Grande do Norte;Northeast;-5.866.949;-3.523.719;198;628820.41
437;house;Rio Grande do Norte;Northeast;-5.892.727;-35.205.231;146;369307.22
438;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;61;399251.07
439;apartment;Rio Grande do Norte;Northeast;-58.633.267;-352.151.659;117;362694.08
440;apartment;Rio Grande do Norte;Northeast;-58.863.451;-352.125.777;69;240982.33
441;apartment;Rio Grande do Norte;Northeast;-58.241.117;-352.109.014;81;406030.95
442;house;Rio Grande do Norte;Northeast;-59.222;-35.209.759;160;384279.13
443;apartment;Rio Grande do Norte;Northeast;-5.877.894;-35.176.693;55;249531.9
444;house;Rio Grande do Norte;Northeast;-5.832.404;-3.521.843;200;379288.51
445;house;Rio Grande do Norte;Northeast;-5.796.079;-3.519.823;205;353358.36
446;house;Rio Grande do Norte;Northeast;-5.881.728;-3.521.278;190;359325.95
447;apartment;Rio Grande do Norte;Northeast;-5.817.227;-35.206.802;166;449157.45
448;apartment;Rio Grande do Norte;Northeast;-5.803.752;-35.204.224;215;678726.79
449;apartment;Rio Grande do Norte;Northeast;-5.862.752;-35.199.493;67;314410.19
450;apartment;Rio Grande do Norte;Northeast;-5.799.428;-35.195.614;160;648782.97
451;apartment;Rio Grande do Norte;Northeast;-5.818.406;-35.208.733;;898314.91
452;apartment;Rio Grande do Norte;Northeast;-5.828.803;-35.217.594;97;499063.83
453;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;258515.04
454;apartment;Rio Grande do Norte;Northeast;-5.856.661;-3.520.356;78;399250.05
455;apartment;Rio Grande do Norte;Northeast;-5.814.371;-35.234.077;86;458140.59
456;apartment;Rio Grande do Norte;Northeast;-5.819.663;-35.209.014;;403838.12
457;apartment;Rio Grande do Norte;Northeast;-5.789.765;-35.194.874;91;379288.51
458;apartment;Rio Grande do Norte;Northeast;-5.803.891;-35.205.769;;686524.82
459;house;Rio Grande do Norte;Northeast;-5.825.949;-35.195.614;219;678726.79
460;apartment;Rio Grande do Norte;Northeast;-5.823.571;-35.220.051;125;548970.21
461;apartment;Rio Grande do Norte;Northeast;-5.792.213;-35.195.721;56;249531.9
462;apartment;Rio Grande do Norte;Northeast;-5.857.302;-35.190.117;;1060075.11
463;apartment;Rio Grande do Norte;Northeast;-5.825.949;-35.195.614;128;656236.96
464;apartment;Rio Grande do Norte;Northeast;-5.803.752;-35.204.224;53;272590.73
465;apartment;Rio Grande do Norte;Northeast;-5.857.302;-35.190.117;89;302878.6
466;apartment;Rio Grande do Norte;Northeast;-5.887.515;-35.171.822;55;242302.87
467;apartment;Rio Grande do Norte;Northeast;-5.783.394;-3.519.595;240;598876.59
468;house;Rio Grande do Norte;Northeast;-5.917.292;-35.217.594;118;548970.21
469;house;Rio Grande do Norte;Northeast;-5.889.468;-35.173.622;;282686.67
470;apartment;Rio Grande do Norte;Northeast;-5.783.839;-35.196.815;250;908635.8
471;apartment;Rio Grande do Norte;Northeast;-5.879.823;-3.518.462;79;437179.91
472;house;Rio Grande do Norte;Northeast;-5.906.662;-35.257.423;210;848408.53
473;house;Rio Grande do Norte;Northeast;-5.894.935;-35.434.361;250;605757.2
474;apartment;Rio Grande do Norte;Northeast;-5.821.894;-35.216.026;;479101.27
475;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;91;434125.98
476;apartment;Rio Grande do Norte;Northeast;-5.846.105;-35.212.563;206;1009595.32
477;house;Rio Grande do Norte;Northeast;-5.892.727;-35.205.231;152;449157.45
478;apartment;Rio Grande do Norte;Northeast;-5.803.891;-35.205.769;136;737004.58
479;apartment;Rio Grande do Norte;Northeast;-5.823.571;-35.220.051;123;656236.96
480;apartment;Rio Grande do Norte;Northeast;-5.792.213;-35.195.721;60;302878.6
481;house;Rio Grande do Norte;Northeast;-5.866.949;-3.523.719;200;748595.73
482;apartment;Rio Grande do Norte;Northeast;-5.798.142;-35.207.905;154;399251.07
483;house;Rio Grande do Norte;Northeast;-5.760.553;-35.258.881;250;249531.9
484;apartment;Rio Grande do Norte;Northeast;-5.816.746;-35.216.221;;798502.15
485;apartment;Rio Grande do Norte;Northeast;-5.827.611;-35.219.612;;239550.63
486;apartment;Rio Grande do Norte;Northeast;-5.862.752;-35.199.493;96;424030.02
487;apartment;Rio Grande do Norte;Northeast;-5.803.752;-35.204.224;98;590937.09
488;house;Rio Grande do Norte;Northeast;-588.108;-35.218.315;;314410.19
489;apartment;Rio Grande do Norte;Northeast;-5.886.699;-35.212.097;151;456884.82
490;apartment;Rio Grande do Norte;Northeast;-581.616;-35.224.464;152;529007.65
491;apartment;Rio Grande do Norte;Northeast;-5.786.181;-35.189.861;86;333166.46
492;apartment;Rio Grande do Norte;Northeast;-5.794.242;-352.043;237;1010360.71
493;apartment;Rio Grande do Norte;Northeast;-5.799.907;-35.207.222;75;272590.73
494;apartment;Rio Grande do Norte;Northeast;-5.816.746;-35.216.221;107;454317.88
495;apartment;Rio Grande do Norte;Northeast;-5.864.193;-35.191.391;191;748595.73
496;apartment;Rio Grande do Norte;Northeast;-5.792.213;-35.195.721;158;484605.74
497;apartment;Rio Grande do Norte;Northeast;-5.886.699;-35.212.097;74;277638.7
498;apartment;Rio Grande do Norte;Northeast;-5.818.786;-35.221.394;87;333166.46
499;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;284261.11
500;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;283242.26
501;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;282223.41
502;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;280185.68
503;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;272034.82
504;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;271015.97
505;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;269997.12
506;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;268978.27
507;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;267959.38
508;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;266940.53
509;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;265921.68
510;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;285279.96
511;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;;284261.11
512;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;283242.26
513;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;279166.83
514;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;280185.68
515;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;279166.83
516;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;271015.97
517;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;267959.38
518;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;266940.53
519;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;;265921.68
520;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;284261.11
521;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;283242.26
522;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;282223.41
523;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;271015.97
524;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;268978.27
525;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;267959.38
526;house;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;200;299438.28
527;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;98;598876.59
528;house;Rio Grande do Norte;Northeast;-5.864.021;-35.197.937;193;807676.27
529;apartment;Rio Grande do Norte;Northeast;-5.827.745;-35.222.172;142;706716.72
530;apartment;Rio Grande do Norte;Northeast;-5.803.752;-35.204.224;194;757196.48
531;apartment;Rio Grande do Norte;Northeast;-5.816.746;-35.216.221;250;555277.43
532;apartment;Rio Grande do Norte;Northeast;-5.828.803;-35.217.594;200;959115.56
533;apartment;Rio Grande do Norte;Northeast;-585.729;-35.200.165;201;761474.7
534;apartment;Rio Grande do Norte;Northeast;-5.782.565;-35.194.359;;1197753.22
535;apartment;Rio Grande do Norte;Northeast;-5.801.235;-35.210.121;75;282686.67
536;apartment;Rio Grande do Norte;Northeast;-5.803.891;-35.205.769;137;656236.96
537;apartment;Rio Grande do Norte;Northeast;-5.803.812;-3.520.274;123;737004.58
538;apartment;Rio Grande do Norte;Northeast;-5.827.611;-35.219.612;107;588873.77
539;apartment;Rio Grande do Norte;Northeast;-5.886.699;-35.212.097;;388593.24
540;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;104;449157.45
541;apartment;Rio Grande do Norte;Northeast;-5.808.438;-35.210.823;110;548970.21
542;house;Rio Grande do Norte;Northeast;-5.451.679;-35.357.597;139;252398.8
543;apartment;Rio Grande do Norte;Northeast;-5.791.988;-3.519.149;170;1297565.98
544;apartment;Rio Grande do Norte;Northeast;-5.785.535;-35.190.632;109;329382.13
545;apartment;Rio Grande do Norte;Northeast;-5.857.302;-35.190.117;196;1447285.12
546;apartment;Rio Grande do Norte;Northeast;-5.829.534;-35.220.299;105;363454.32
547;apartment;Rio Grande do Norte;Northeast;-5.975.667;-35.131.004;153;1597004.3
548;apartment;Rio Grande do Norte;Northeast;-5.816.717;-35.201.107;129;272590.73
549;apartment;Rio Grande do Norte;Northeast;-5.862.458;-35.196.671;136;323070.49
550;apartment;Rio Grande do Norte;Northeast;-5.818.786;-35.221.394;90;484605.74
551;house;Rio Grande do Norte;Northeast;-6.221.181;-3.510.487;193;898314.91
552;apartment;Rio Grande do Norte;Northeast;-5.799.428;-35.195.614;223;706716.72
553;apartment;Rio Grande do Norte;Northeast;-5.781.577;-35.199.627;122;474110.62
554;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;92;289457.01
555;apartment;Rio Grande do Norte;Northeast;-5.821.894;-35.216.026;;272590.73
556;apartment;Rio Grande do Norte;Northeast;-5.791.988;-3.519.149;97;469120.01
557;apartment;Rio Grande do Norte;Northeast;-5.814.371;-35.234.077;70;282686.67
558;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;268978.27
559;apartment;Rio Grande do Norte;Northeast;-5.777.443;-35.200.443;75;269997.12
560;apartment;Rio Grande do Norte;Northeast;-5.879.033;-35.195.614;84;304589.88
561;apartment;Rio Grande do Norte;Northeast;-5.839.291;-35.214.767;105;449157.45
562;apartment;Rio Grande do Norte;Northeast;-5.817.833;-35.216.408;92;454317.88
563;house;Rio Grande do Norte;Northeast;-5.917.292;-35.217.594;;548970.21
564;house;Rio Grande do Norte;Northeast;-5.917.292;-35.217.594;151;620901.13
565;apartment;Rio Grande do Norte;Northeast;-5.788.958;-35.200.184;242;706716.72
566;apartment;Rio Grande do Norte;Northeast;-587.902;-35.175.814;60;319400.84
567;apartment;Rio Grande do Norte;Northeast;-5.967.866;-35.133.655;139;988146.4
568;apartment;Rio Grande do Norte;Northeast;-5.879.823;-3.518.462;96;424030.02
569;apartment;Rio Grande do Norte;Northeast;-5.814.371;-35.234.077;70;287460.77
570;apartment;Rio Grande do Norte;Northeast;-5.801.865;-35.207.977;69;374297.86
571;apartment;Rio Grande do Norte;Northeast;-5.866.934;-35.191.135;74;249531.9
572;apartment;Rio Grande do Norte;Northeast;-5.783.839;-35.196.815;228;1097940.43
573;apartment;Rio Grande do Norte;Northeast;-5.879.823;-3.518.462;79;448159.33
574;house;Rio Grande do Norte;Northeast;-5.887.515;-35.171.822;;310417.7
575;apartment;Rio Grande do Norte;Northeast;-5.801.085;-35.218.967;160;748595.73
576;apartment;Rio Grande do Norte;Northeast;-5.887.895;-35.203.171;83;309419.57
577;apartment;Rio Grande do Norte;Northeast;-5.799.428;-35.195.614;98;547972.09
578;apartment;Rio Grande do Norte;Northeast;-5.801.865;-35.207.977;124;560947.75
579;apartment;Rio Grande do Norte;Northeast;-5.793.281;-35.200.413;187;1197753.22
580;apartment;Rio Grande do Norte;Northeast;-5.799.428;-35.195.614;208;1297565.98
581;apartment;Rio Grande do Norte;Northeast;-5.790.338;-35.199.387;215;1345476.12
582;house;Rio Grande do Norte;Northeast;-59.222;-35.209.759;150;405239.81
583;apartment;Rio Grande do Norte;Northeast;-5.796.154;-35.209.535;;414222.98
584;apartment;Rio Grande do Norte;Northeast;-5.858.083;-35.202.312;123;708670.65
585;apartment;Rio Grande do Norte;Northeast;-5.820.261;-35.215.515;117;618839.15
586;apartment;Rio Grande do Norte;Northeast;-5.816.746;-35.216.221;136;829444.09
587;apartment;Rio Grande do Norte;Northeast;-5.850.518;-35.223.087;;249531.9
588;apartment;Rio Grande do Norte;Northeast;-5.842.951;-35.210.602;56;239550.63
589;apartment;Rio Grande do Norte;Northeast;-5.823.571;-35.220.051;124;648782.97
590;apartment;Rio Grande do Norte;Northeast;-5.789.936;-35.200.417;85;438178.03
591;apartment;Rio Grande do Norte;Northeast;-579.978;-35.198.227;112;678726.79
592;house;Rio Grande do Norte;Northeast;-5.917.292;-35.217.594;245;726908.65
593;apartment;Rio Grande do Norte;Northeast;-5.892.727;-35.205.231;;254522.54
594;apartment;Rio Grande do Norte;Northeast;-5.828.803;-35.217.594;230;948221.29
595;apartment;Rio Grande do Norte;Northeast;-5.795.572;-35.207.481;95;353358.36
596;apartment;Rio Grande do Norte;Northeast;-5.789.936;-35.200.417;85;479101.27
597;apartment;Rio Grande do Norte;Northeast;-5.809.025;-35.201.096;186;1302377.99
598;house;Rio Grande do Norte;Northeast;-5.892.727;-35.205.231;200;353358.36
599;house;Rio Grande do Norte;Northeast;-567.654;-35.280.762;250;598876.59
600;house;Rio Grande do Norte;Northeast;-5.892.727;-35.205.231;64;284283.89
601;apartment;Rio Grande do Norte;Northeast;-5.799.428;-35.195.614;208;1397378.74
602;apartment;Rio Grande do Norte;Northeast;-5.799.428;-35.195.614;208;1397378.74
